Category ID,Category Name,Article Number,Title,Slug,Priority,Tags,Status
sevas,Sevas & Offerings,54,"TTD Arjitha Sevas की complete list — timings, cost और booking guide",/ttd-arjitha-sevas-list/,high,pillar,DONE
sevas,Sevas & Offerings,55,"Kalyanotsavam Seva — क्या होती है, कैसे book करें और क्या experience होगा",/kalyanotsavam-seva-guide/,high,,DONE
sevas,Sevas & Offerings,56,"Abhishekam Seva तिरुमला — meaning, cost और booking 2026",/tirumala-abhishekam-seva-guide/,high,,DONE
sevas,Sevas & Offerings,57,Free vs Paid Sevas तिरुमला — पूरी तुलना कर लो पहले,/free-vs-paid-sevas-tirumala/,high,snippet,DONE
sevas,Sevas & Offerings,58,Suprabhatam Seva — कैसे book करें और क्या experience मिलेगा,/suprabhatam-seva-booking/,medium,,
sevas,Sevas & Offerings,59,Thomala Seva — pilgrims के लिए detailed guide,/thomala-seva-guide/,medium,,
sevas,Sevas & Offerings,60,Sahasra Deepalankara Seva — एक devotee's guide,/sahasra-deepalankara-seva/,medium,,
sevas,Sevas & Offerings,61,"Mokkuvalu (head tonsure) तिरुमला — process, rules और क्या expect करें",/tirumala-mokkuvalu-head-tonsure/,medium,,
sevas,Sevas & Offerings,62,Kalyanotsavam vs Abhishekam — कौन सी seva book करनी चाहिए?,/kalyanotsavam-vs-abhishekam/,low,snippet,
sevas,Sevas & Offerings,63,TTD को donation कैसे करें — online और offline दोनों तरीके,/ttd-donation-guide/,low,,
food,Prasadam & Food,64,"तिरुमला लड्डू प्रसाद — इतिहास, प्रकार और कैसे मिलता है",/tirumala-laddu-prasad-guide/,high,"pillar, viral",DONE
food,Prasadam & Food,65,Annadanam तिरुमला — free meals कैसे मिलती हैं pilgrims को,/tirumala-annadanam-guide/,high,,DONE
food,Prasadam & Food,66,TTD Laddu online order — घर बैठे तिरुपति लड्डू कैसे मँगाएं,/ttd-laddu-online-order/,high,,DONE
food,Prasadam & Food,67,तिरुपति के best vegetarian restaurants — pilgrims के लिए guide,/tirupati-vegetarian-restaurants/,medium,,
food,Prasadam & Food,68,"तिरुमला के अंदर food rules — क्या allowed है, क्या नहीं",/tirumala-food-rules/,medium,,
food,Prasadam & Food,69,Brahmin hotels तिरुपति — traditional meals का अनुभव,/tirupati-brahmin-hotels/,medium,,
food,Prasadam & Food,70,VQC canteen — food options और timings,/vqc-canteen-food-options/,low,,
food,Prasadam & Food,71,TTD prasadam delivery — घर पर कैसे मँगाएं?,/ttd-prasadam-delivery-guide/,medium,,
food,Prasadam & Food,72,"तिरुपति से souvenir और मिठाइयाँ — क्या खरीदें, कहाँ से लें",/tirupati-souvenirs-mithai/,low,,
tips,Travel Tips & Planning,73,तिरुपति यात्रा packing list — ये चीज़ें भूलना मत,/tirupati-packing-list/,high,snippet,DONE
tips,Travel Tips & Planning,74,2 दिन की तिरुपति यात्रा — perfect itinerary plan,/tirupati-2-day-itinerary/,high,pillar,DONE
tips,Travel Tips & Planning,75,1 दिन में तिरुपति दर्शन — क्या possible है? honest guide,/tirupati-1-day-darshan/,high,,DONE
tips,Travel Tips & Planning,76,तिरुपति जाने का best time — महीने-दर-महीने guide,/tirupati-best-time-to-visit/,high,,DONE
tips,Travel Tips & Planning,77,"तिरुमला dress code — क्या पहनें, क्या नहीं (strict rules)",/tirumala-dress-code-rules/,high,snippet,DONE
tips,Travel Tips & Planning,78,तिरुपति Dos और Don'ts — हर pilgrim को पता होना चाहिए,/tirupati-dos-donts-rules/,medium,,
tips,Travel Tips & Planning,79,बच्चों के साथ तिरुपति — family trip की smooth planning,/tirupati-with-kids-family-guide/,medium,north,
tips,Travel Tips & Planning,80,Budget में तिरुपति यात्रा — कम खर्च में complete pilgrimage,/tirupati-budget-pilgrimage-guide/,medium,north,
tips,Travel Tips & Planning,81,"Brahmotsavam festival guide 2026 — dates, events और crowd tips",/tirumala-brahmotsavam-2026/,medium,news,
tips,Travel Tips & Planning,82,"Vaikunta Ekadasi 2026 — तिरुमला guide, dates और preparation",/vaikunta-ekadasi-2026-guide/,medium,news,
tips,Travel Tips & Planning,83,Senior citizens के साथ तिरुपति — special facilities और planning tips,/tirupati-senior-citizen-travel-guide/,medium,north,
tips,Travel Tips & Planning,84,तिरुपति slot miss हो जाए तो क्या करें — action guide,/ttd-darshan-slot-miss-kya-karen/,low,,
tips,Travel Tips & Planning,85,Monsoon में तिरुपति — बारिश में यात्रा की tips,/tirupati-monsoon-travel-tips/,low,,
tips,Travel Tips & Planning,86,तिरुमला में photography rules — अंदर क्या allowed है?,/tirumala-photography-rules/,low,,
tips,Travel Tips & Planning,87,तिरुपति pilgrimage complete checklist — print करो और साथ रखो,/tirupati-pilgrimage-checklist/,medium,snippet,
tips,Travel Tips & Planning,88,TTD free pilgrim facilities — क्या-क्या मिलता है मुफ्त में?,/ttd-free-pilgrim-facilities/,low,,
nearby,Nearby Places,89,Tiruchanur Padmavathi temple — darshan guide और कैसे जाएं,/tiruchanur-padmavathi-temple-guide/,high,,DONE
nearby,Nearby Places,90,Kapila Theertham — तिरुपति का झरना मंदिर — visiting guide,/kapila-theertham-tirupati/,high,,DONE
nearby,Nearby Places,91,Sri Kalahasti temple — complete travel और darshan guide,/sri-kalahasti-temple-guide/,high,,DONE
nearby,Nearby Places,92,तिरुपति के पास top 7 places — 50 km के अंदर,/tirupati-nearby-places-50km/,medium,pillar,
nearby,Nearby Places,93,"Chandragiri Fort — इतिहास, timings और कैसे जाएं",/chandragiri-fort-tirupati/,medium,,
nearby,Nearby Places,94,"Srikalahasti से तिरुपति — distance, route और combined trip plan",/srikalahasti-tirupati-trip-plan/,medium,,
nearby,Nearby Places,95,ISKCON तिरुपति — visiting guide और timings,/iskcon-tirupati-guide/,medium,,
nearby,Nearby Places,96,Govindaraja Swamy temple तिरुपति — complete visit guide,/govindaraja-swamy-temple-tirupati/,low,,
town,Tirupati Town Guide,97,तिरुपति town complete guide — pilgrims के लिए सब कुछ,/tirupati-town-guide/,high,pillar,DONE
town,Tirupati Town Guide,98,"तिरुपति local transport — auto, cab और bus की पूरी जानकारी",/tirupati-local-transport-guide/,high,,DONE
town,Tirupati Town Guide,99,"तिरुपति railway station guide — exits, prepaid taxi, luggage storage",/tirupati-railway-station-guide/,medium,north,
town,Tirupati Town Guide,100,"तिरुपति bus stand guide — routes, timings और क्या expect करें",/tirupati-bus-stand-guide/,medium,,
town,Tirupati Town Guide,101,तिरुपति में shopping — religious items कहाँ से खरीदें,/tirupati-shopping-guide/,medium,,
town,Tirupati Town Guide,102,तिरुपति के पास ATM और bank — temple area में cash कहाँ मिलेगा,/tirupati-atm-bank-guide/,low,,
town,Tirupati Town Guide,103,तिरुपति में medical facilities — hospitals और pharmacies,/tirupati-medical-facilities/,low,,
town,Tirupati Town Guide,104,Differently-abled pilgrims के लिए तिरुमला accessibility guide,/tirumala-accessibility-guide/,low,gap,
news,TTD News & Updates,105,TTD darshan news आज — live status और latest updates,/ttd-darshan-news-today/,high,"news, gap",DONE
news,TTD News & Updates,106,"Brahmotsavam 2026 — dates, schedule और क्या expect करें",/brahmotsavam-2026-dates-schedule/,high,news,
news,TTD News & Updates,107,TTD online booking system 2026 — new features और कैसे use करें,/ttd-online-booking-system-2026/,medium,news,
news,TTD News & Updates,108,TTD laddu sales record 2026 — नए आंकड़े और क्या बदला,/ttd-laddu-sales-record-2026/,medium,"news, viral",
news,TTD News & Updates,109,तिरुमला AI crowd management — कैसे काम करता है नया system,/tirumala-ai-crowd-management/,medium,"news, gap",
news,TTD News & Updates,110,TTD accommodation reform 2026 — room booking rules क्यों बदले,/ttd-accommodation-reform-news/,medium,news,
news,TTD News & Updates,111,वैकुंठ एकादशी 2026 — तिरुमला में भव्य आयोजन और भक्तों की संख्या,/vaikunta-ekadasi-2026-news/,medium,news,
news,TTD News & Updates,112,TTD calendar 2026 — सभी special events और festivals की dates,/ttd-calendar-2026/,high,"news, snippet",DONE
faq,FAQ & Special Guides,113,तिरुपति pilgrimage के top 10 सवाल — जो हर कोई पूछता है,/tirupati-top-faqs/,medium,snippet,
faq,FAQ & Special Guides,114,तिरुमला में mobile कहाँ जमा करें — locker complete guide,/tirumala-mobile-locker-guide/,medium,"snippet, gap",
faq,FAQ & Special Guides,115,तिरुपति यात्रा का total खर्च — realistic budget breakdown,/tirupati-yatra-total-budget/,high,"north, snippet",
faq,FAQ & Special Guides,116,तिरुमला में बारिश के दौरान दर्शन — disruption guide,/tirumala-darshan-rain-disruption/,medium,gap,
faq,FAQ & Special Guides,117,तिरुपति group यात्रा planning — 10+ लोगों के साथ कैसे जाएं,/tirupati-group-yatra-planning/,medium,north,
faq,FAQ & Special Guides,118,बच्चे का पहला तिरुपति दर्शन — माता-पिता के लिए guide,/tirupati-baby-first-darshan/,low,north,
faq,FAQ & Special Guides,119,"तिरुमला में health tips — गर्मी, भीड़ और लंबी line में कैसे रहें fit",/tirumala-health-tips-pilgrims/,low,,
faq,FAQ & Special Guides,120,Start Here: तिरुपति यात्रा कैसे plan करें — complete beginner guide,/tirupati-yatra-planning-guide/,high,"pillar, gap",DONE
